订单号,商品ID,商品名,品牌,类别,规格,单价,数量,总价,下单时间
98232020100002,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-10-01 07:03:33
98232020100003,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-10-01 10:09:51
98232020100004,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-10-01 10:16:47
98232020100005,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-10-01 10:59:40
98232020100006,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-10-01 14:29:14
98232020100007,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2020-10-01 14:53:37
98232020100008,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,5,75,2020-10-01 19:09:03
98232020100009,700009,芹菜味薯片,开口哭牌,零食,200克,20,2,40,2020-10-01 21:12:38
98232020100010,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-10-01 23:23:05
98232020100011,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2020-10-01 23:40:28
98232020100012,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-10-01 23:55:26
98232020100013,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-10-02 12:36:54
98232020100014,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-10-02 13:36:42
98232020100015,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,2,10,2020-10-02 14:24:41
98232020100016,700012,没有一点味薯片,开口哭牌,零食,200克,20,2,40,2020-10-02 15:02:17
98232020100017,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-10-02 15:26:19
98232020100018,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-10-02 22:47:46
98232020100019,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-10-02 23:20:07
98232020100020,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-10-02 23:34:58
98232020100021,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-10-02 23:48:29
98232020100022,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-10-03 08:13:19
98232020100023,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-10-03 09:18:20
98232020100024,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2020-10-03 10:35:32
98232020100025,700009,芹菜味薯片,开口哭牌,零食,200克,20,2,40,2020-10-03 13:45:20
98232020100026,700013,火龙果可乐,君再来牌,饮料,550毫升,5,5,25,2020-10-03 14:29:19
98232020100027,700003,芹菜味口香糖,开口哭牌,零食,100克,15,5,75,2020-10-03 21:58:26
98232020100028,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-10-03 23:08:06
