订单号,商品ID,商品名,品牌,类别,规格,单价,数量,总价,下单时间
98232019040002,700009,芹菜味薯片,开口哭牌,零食,200克,20,2,40,2019-04-01 08:00:15
98232019040003,700006,没有一点味口香糖,开口哭牌,零食,100克,15,2,30,2019-04-01 08:45:10
98232019040004,700013,火龙果可乐,君再来牌,饮料,550毫升,5,5,25,2019-04-01 10:03:38
98232019040005,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2019-04-01 10:58:03
98232019040006,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2019-04-01 11:35:19
98232019040007,700015,青草味可乐,君再来牌,饮料,550毫升,5,5,25,2019-04-01 13:39:54
98232019040008,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-04-01 13:40:15
98232019040009,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-04-01 15:11:11
98232019040010,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2019-04-01 15:29:56
98232019040011,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-04-01 15:51:03
98232019040012,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2019-04-01 17:45:44
98232019040013,700006,没有一点味口香糖,开口哭牌,零食,100克,15,5,75,2019-04-01 23:33:00
98232019040014,700008,榴莲味薯片,开口哭牌,零食,200克,20,5,100,2019-04-02 11:47:01
98232019040015,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2019-04-02 12:09:58
98232019040016,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2019-04-02 12:34:06
98232019040017,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2019-04-02 17:48:09
98232019040018,700008,榴莲味薯片,开口哭牌,零食,200克,20,2,40,2019-04-02 18:43:41
98232019040019,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2019-04-02 20:45:49
98232019040020,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-04-02 22:58:32
98232019040021,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,5,75,2019-04-03 07:19:29
98232019040022,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2019-04-03 15:02:51
98232019040023,700006,没有一点味口香糖,开口哭牌,零食,100克,15,5,75,2019-04-03 16:42:01
98232019040024,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2019-04-03 17:06:18
98232019040025,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-04-03 17:38:08
98232019040026,700010,麻辣味口香糖,开口哭牌,零食,200克,20,2,40,2019-04-03 19:38:29
98232019040027,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2019-04-03 22:05:55
98232019040028,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,5,100,2019-04-03 22:28:00
98232019040029,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-04-03 23:00:58
98232019040030,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-04-03 23:02:54
98232019040031,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2019-04-03 23:46:16
98232019040032,700013,火龙果可乐,君再来牌,饮料,550毫升,5,5,25,2019-04-04 07:25:00
98232019040033,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-04-04 09:05:23
98232019040034,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2019-04-04 09:29:28
98232019040035,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-04-04 09:47:38
98232019040036,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2019-04-04 10:24:23
98232019040037,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-04-04 10:33:16
98232019040038,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2019-04-04 11:22:08
98232019040039,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2019-04-04 18:02:46
98232019040040,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-04-04 19:11:52
98232019040041,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-04-04 19:49:30
98232019040042,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2019-04-04 22:06:24
98232019040043,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,5,25,2019-04-04 22:53:07
98232019040044,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2019-04-04 23:58:16
98232019040045,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2019-04-05 12:54:05
98232019040046,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-04-05 13:23:20
98232019040047,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-04-05 13:40:47
98232019040048,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2019-04-05 14:26:51
98232019040049,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2019-04-05 15:11:52
98232019040050,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-04-05 22:48:56
98232019040051,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2019-04-05 23:40:17
98232019040052,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2019-04-06 11:39:38
98232019040053,700015,青草味可乐,君再来牌,饮料,550毫升,5,5,25,2019-04-06 13:53:04
98232019040054,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2019-04-06 17:38:09
98232019040055,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2019-04-06 19:26:06
98232019040056,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,20,400,2019-04-06 20:33:59
98232019040057,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2019-04-06 21:48:18
98232019040058,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2019-04-06 22:26:44
98232019040059,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-04-07 10:49:06
98232019040060,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-04-07 11:05:21
98232019040061,700002,榴莲味口香糖,开口哭牌,零食,100克,15,10,150,2019-04-07 12:17:30
98232019040062,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2019-04-07 13:48:23
98232019040063,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2019-04-07 16:42:50
98232019040064,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,2,10,2019-04-07 17:36:29
98232019040065,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2019-04-07 18:24:27
98232019040066,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2019-04-07 18:29:42
98232019040067,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2019-04-07 19:01:45
98232019040068,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-04-07 20:08:10
98232019040069,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-04-07 23:38:13
98232019040070,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2019-04-08 07:10:12
98232019040071,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-04-08 15:29:11
98232019040072,700002,榴莲味口香糖,开口哭牌,零食,100克,15,2,30,2019-04-08 16:30:51
98232019040073,700003,芹菜味口香糖,开口哭牌,零食,100克,15,2,30,2019-04-08 16:48:14
98232019040074,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2019-04-08 18:23:17
98232019040075,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2019-04-08 18:30:18
98232019040076,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-04-08 20:27:18
98232019040077,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-04-08 23:59:19
98232019040078,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-04-09 07:37:38
