订单号,商品ID,商品名,品牌,类别,规格,单价,数量,总价,下单时间
98232020080002,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2020-08-01 08:19:32
98232020080003,700003,芹菜味口香糖,开口哭牌,零食,100克,15,2,30,2020-08-01 08:19:54
98232020080004,700015,青草味可乐,君再来牌,饮料,550毫升,5,5,25,2020-08-01 08:39:10
98232020080005,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2020-08-01 09:22:18
98232020080006,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-08-01 14:27:15
98232020080007,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2020-08-01 15:18:54
98232020080008,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-08-01 15:43:59
98232020080009,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2020-08-01 16:19:00
98232020080010,700013,火龙果可乐,君再来牌,饮料,550毫升,5,5,25,2020-08-01 18:13:01
98232020080011,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-08-01 19:05:56
98232020080012,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-08-01 22:24:17
98232020080013,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,5,75,2020-08-01 22:59:49
98232020080014,700002,榴莲味口香糖,开口哭牌,零食,100克,15,2,30,2020-08-01 23:31:50
98232020080015,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-08-02 07:11:12
98232020080016,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-08-02 07:46:07
98232020080017,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-08-02 08:12:48
98232020080018,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-08-02 10:57:44
98232020080019,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2020-08-02 10:58:31
98232020080020,700004,麻辣味口香糖,开口哭牌,零食,100克,15,5,75,2020-08-02 14:08:45
98232020080021,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-08-02 15:53:57
98232020080022,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-08-02 16:25:32
98232020080023,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2020-08-02 18:11:00
98232020080024,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-08-02 18:44:51
98232020080025,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-08-02 19:15:42
98232020080026,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-08-02 20:14:50
98232020080027,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-08-02 21:58:24
98232020080028,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-08-02 22:15:07
98232020080029,700003,芹菜味口香糖,开口哭牌,零食,100克,15,5,75,2020-08-03 12:19:31
98232020080030,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-08-03 12:55:45
98232020080031,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2020-08-03 13:13:04
98232020080032,700010,麻辣味口香糖,开口哭牌,零食,200克,20,2,40,2020-08-03 13:13:42
98232020080033,700011,蟹黄味薯片,开口哭牌,零食,200克,20,2,40,2020-08-03 15:48:51
98232020080034,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-08-03 18:24:25
98232020080035,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-08-03 19:34:01
98232020080036,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-08-03 19:58:40
98232020080037,700011,蟹黄味薯片,开口哭牌,零食,200克,20,5,100,2020-08-03 20:58:11
98232020080038,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2020-08-03 22:28:51
98232020080039,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2020-08-03 23:03:49
98232020080040,700014,有点酸可乐,君再来牌,饮料,550毫升,5,5,25,2020-08-03 23:44:55
98232020080041,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-08-04 07:56:13
98232020080042,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2020-08-04 09:48:35
98232020080043,700012,没有一点味薯片,开口哭牌,零食,200克,20,2,40,2020-08-04 10:56:26
98232020080044,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2020-08-04 12:11:29
98232020080045,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-08-04 13:02:22
98232020080046,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2020-08-04 16:10:44
98232020080047,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-08-04 16:16:57
98232020080048,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-08-04 17:43:58
98232020080049,700013,火龙果可乐,君再来牌,饮料,550毫升,5,5,25,2020-08-04 17:52:47
98232020080050,700013,火龙果可乐,君再来牌,饮料,550毫升,5,10,50,2020-08-04 19:02:55
98232020080051,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-08-04 19:10:02
98232020080052,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2020-08-04 23:21:39
98232020080053,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-08-04 23:48:04
98232020080054,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-08-05 09:34:04
98232020080055,700006,没有一点味口香糖,开口哭牌,零食,100克,15,10,150,2020-08-05 10:30:48
98232020080056,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2020-08-05 13:06:06
98232020080057,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-08-05 16:01:12
98232020080058,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-08-05 16:11:52
98232020080059,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2020-08-05 16:23:39
98232020080060,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-08-05 18:02:56
98232020080061,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-08-05 18:57:59
98232020080062,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,2,40,2020-08-05 22:02:28
98232020080063,700004,麻辣味口香糖,开口哭牌,零食,100克,15,5,75,2020-08-06 07:04:54
98232020080064,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-08-06 13:34:01
