订单号,商品ID,商品名,品牌,类别,规格,单价,数量,总价,下单时间
98232019120002,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,10,150,2019-12-01 07:36:06
98232019120003,700012,没有一点味薯片,开口哭牌,零食,200克,20,2,40,2019-12-01 07:43:29
98232019120004,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-12-01 08:08:57
98232019120005,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-12-01 09:43:04
98232019120006,700003,芹菜味口香糖,开口哭牌,零食,100克,15,2,30,2019-12-01 10:32:06
98232019120007,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2019-12-01 11:18:10
98232019120008,700013,火龙果可乐,君再来牌,饮料,550毫升,5,5,25,2019-12-01 13:29:24
98232019120009,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2019-12-01 14:00:12
98232019120010,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-12-01 14:49:37
98232019120011,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2019-12-01 14:56:46
98232019120012,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2019-12-01 15:30:26
98232019120013,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-12-01 16:37:53
98232019120014,700012,没有一点味薯片,开口哭牌,零食,200克,20,5,100,2019-12-01 17:11:55
98232019120015,700006,没有一点味口香糖,开口哭牌,零食,100克,15,5,75,2019-12-01 20:00:08
98232019120016,700006,没有一点味口香糖,开口哭牌,零食,100克,15,5,75,2019-12-01 20:53:59
98232019120017,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2019-12-01 21:15:08
98232019120018,700009,芹菜味薯片,开口哭牌,零食,200克,20,10,200,2019-12-02 07:06:40
98232019120019,700014,有点酸可乐,君再来牌,饮料,550毫升,5,10,50,2019-12-02 07:27:04
98232019120020,700003,芹菜味口香糖,开口哭牌,零食,100克,15,2,30,2019-12-02 09:03:36
98232019120021,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2019-12-02 09:07:31
98232019120022,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2019-12-02 09:16:08
98232019120023,700006,没有一点味口香糖,开口哭牌,零食,100克,15,2,30,2019-12-02 12:27:12
98232019120024,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2019-12-02 12:54:04
98232019120025,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2019-12-02 15:37:26
98232019120026,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-12-02 18:15:00
98232019120027,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2019-12-02 18:18:48
98232019120028,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2019-12-03 07:20:21
98232019120029,700004,麻辣味口香糖,开口哭牌,零食,100克,15,5,75,2019-12-03 08:21:46
98232019120030,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-12-03 16:59:42
98232019120031,700012,没有一点味薯片,开口哭牌,零食,200克,20,20,400,2019-12-03 18:27:45
98232019120032,700011,蟹黄味薯片,开口哭牌,零食,200克,20,20,400,2019-12-03 20:07:58
98232019120033,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2019-12-03 21:28:30
98232019120034,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2019-12-04 07:13:01
98232019120035,700012,没有一点味薯片,开口哭牌,零食,200克,20,2,40,2019-12-04 08:53:04
98232019120036,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-12-04 11:37:48
98232019120037,700014,有点酸可乐,君再来牌,饮料,550毫升,5,10,50,2019-12-04 12:44:01
98232019120038,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-12-04 12:51:25
98232019120039,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2019-12-04 13:26:53
98232019120040,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2019-12-04 15:35:48
98232019120041,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-12-04 17:14:06
98232019120042,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2019-12-04 17:27:07
98232019120043,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-12-04 17:57:13
98232019120044,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2019-12-05 07:33:04
98232019120045,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-12-05 07:42:14
98232019120046,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2019-12-05 11:13:54
98232019120047,700002,榴莲味口香糖,开口哭牌,零食,100克,15,10,150,2019-12-05 11:19:03
98232019120048,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-12-05 13:57:54
