订单号,商品ID,商品名,品牌,类别,规格,单价,数量,总价,下单时间
98232019030002,700002,榴莲味口香糖,开口哭牌,零食,100克,15,2,30,2019-03-01 07:10:09
98232019030003,700004,麻辣味口香糖,开口哭牌,零食,100克,15,2,30,2019-03-01 07:36:26
98232019030004,700012,没有一点味薯片,开口哭牌,零食,200克,20,2,40,2019-03-01 08:48:57
98232019030005,700014,有点酸可乐,君再来牌,饮料,550毫升,5,2,10,2019-03-01 10:45:09
98232019030006,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-01 11:37:18
98232019030007,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2019-03-01 11:40:04
98232019030008,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-03-01 12:12:31
98232019030009,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-01 13:51:27
98232019030010,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,2,30,2019-03-01 14:35:49
98232019030011,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2019-03-01 16:47:59
98232019030012,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-03-02 07:09:37
98232019030013,700013,火龙果可乐,君再来牌,饮料,550毫升,5,2,10,2019-03-02 08:19:15
98232019030014,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,2,40,2019-03-02 10:30:15
98232019030015,700011,蟹黄味薯片,开口哭牌,零食,200克,20,10,200,2019-03-02 10:40:09
98232019030016,700009,芹菜味薯片,开口哭牌,零食,200克,20,5,100,2019-03-02 11:51:22
98232019030017,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-02 11:53:38
98232019030018,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2019-03-02 13:12:14
98232019030019,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2019-03-02 17:53:34
98232019030020,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-02 20:35:04
98232019030021,700012,没有一点味薯片,开口哭牌,零食,200克,20,10,200,2019-03-02 22:19:33
98232019030022,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-03-02 22:55:25
98232019030023,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-02 23:15:26
98232019030024,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-03 07:09:08
98232019030025,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-03-03 07:31:38
98232019030026,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2019-03-03 09:23:42
98232019030027,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2019-03-03 10:32:44
98232019030028,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2019-03-03 11:56:03
98232019030029,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-03-03 13:57:06
98232019030030,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-03 14:58:00
98232019030031,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2019-03-03 16:25:57
98232019030032,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-03 17:04:11
98232019030033,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2019-03-03 17:11:51
98232019030034,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2019-03-03 18:16:05
98232019030035,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-03-03 18:19:40
98232019030036,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-03-03 20:11:02
98232019030037,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-04 08:01:01
98232019030038,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2019-03-04 09:15:49
98232019030039,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-03-04 10:43:13
98232019030040,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-03-04 11:06:42
98232019030041,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2019-03-04 12:52:41
98232019030042,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,2,30,2019-03-04 18:50:05
98232019030043,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2019-03-04 23:09:43
98232019030044,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2019-03-04 23:09:57
98232019030045,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2019-03-05 07:15:47
98232019030046,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2019-03-05 09:17:46
98232019030047,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-05 11:35:28
98232019030048,700008,榴莲味薯片,开口哭牌,零食,200克,20,20,400,2019-03-05 12:02:37
98232019030049,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2019-03-05 15:21:55
98232019030050,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-05 15:25:23
98232019030051,700008,榴莲味薯片,开口哭牌,零食,200克,20,5,100,2019-03-05 16:31:05
98232019030052,700002,榴莲味口香糖,开口哭牌,零食,100克,15,2,30,2019-03-05 16:48:39
98232019030053,700009,芹菜味薯片,开口哭牌,零食,200克,20,2,40,2019-03-05 18:20:00
98232019030054,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2019-03-05 18:42:41
98232019030055,700008,榴莲味薯片,开口哭牌,零食,200克,20,10,200,2019-03-05 22:01:12
98232019030056,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-05 23:44:53
98232019030057,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-06 08:59:22
98232019030058,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-06 14:16:19
98232019030059,700014,有点酸可乐,君再来牌,饮料,550毫升,5,2,10,2019-03-06 17:42:39
98232019030060,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-03-06 19:32:51
98232019030061,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2019-03-06 21:07:58
98232019030062,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2019-03-06 21:11:04
98232019030063,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-06 21:46:36
98232019030064,700015,青草味可乐,君再来牌,饮料,550毫升,5,2,10,2019-03-06 23:15:55
98232019030065,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-07 07:42:30
98232019030066,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-07 11:45:03
98232019030067,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-07 12:38:09
98232019030068,700014,有点酸可乐,君再来牌,饮料,550毫升,5,5,25,2019-03-07 13:00:57
98232019030069,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2019-03-07 17:32:31
98232019030070,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2019-03-07 20:10:30
98232019030071,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-07 20:15:29
98232019030072,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2019-03-07 20:57:28
98232019030073,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-08 07:40:47
98232019030074,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2019-03-08 09:40:41
98232019030075,700011,蟹黄味薯片,开口哭牌,零食,200克,20,2,40,2019-03-08 10:01:11
98232019030076,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-08 10:10:24
98232019030077,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2019-03-08 10:49:49
98232019030078,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-08 14:40:44
98232019030079,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-08 14:57:11
98232019030080,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2019-03-08 16:00:09
98232019030081,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-03-08 18:21:17
98232019030082,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-08 20:04:06
98232019030083,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-08 21:08:07
98232019030084,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2019-03-08 22:05:26
98232019030085,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-09 08:01:17
98232019030086,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2019-03-09 13:35:24
98232019030087,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2019-03-09 18:51:50
98232019030088,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2019-03-09 19:29:16
98232019030089,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2019-03-09 19:50:59
98232019030090,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2019-03-09 20:55:33
98232019030091,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2019-03-10 07:39:37
98232019030092,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-10 08:53:09
98232019030093,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2019-03-10 10:09:12
98232019030094,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-10 10:18:14
98232019030095,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2019-03-10 12:39:52
98232019030096,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2019-03-10 12:56:23
98232019030097,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2019-03-10 13:26:51
98232019030098,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,5,75,2019-03-10 13:37:10
98232019030099,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-03-10 13:55:03
