订单号,商品ID,商品名,品牌,类别,规格,单价,数量,总价,下单时间
98232020070002,700011,蟹黄味薯片,开口哭牌,零食,200克,20,2,40,2020-07-01 08:06:14
98232020070003,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-07-01 08:48:48
98232020070004,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2020-07-01 09:51:04
98232020070005,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2020-07-01 10:39:47
98232020070006,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-07-01 10:40:29
98232020070007,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,10,50,2020-07-01 11:24:12
98232020070008,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-07-01 11:43:32
98232020070009,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2020-07-01 13:35:33
98232020070010,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2020-07-01 14:11:31
98232020070011,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-07-01 14:25:41
98232020070012,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-07-01 14:40:42
98232020070013,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2020-07-01 15:00:01
98232020070014,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-07-01 16:04:06
98232020070015,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2020-07-01 16:57:01
98232020070016,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,5,25,2020-07-01 20:05:53
98232020070017,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2020-07-02 08:10:25
98232020070018,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-07-02 08:24:30
98232020070019,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-07-02 08:55:10
98232020070020,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-07-02 11:48:25
98232020070021,700004,麻辣味口香糖,开口哭牌,零食,100克,15,5,75,2020-07-02 14:05:06
98232020070022,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2020-07-02 15:22:28
98232020070023,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2020-07-02 17:53:17
98232020070024,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2020-07-02 18:56:08
98232020070025,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-07-03 07:34:36
98232020070026,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-07-03 08:39:07
98232020070027,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-07-03 08:39:52
98232020070028,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-07-03 11:05:15
98232020070029,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-07-03 11:13:37
98232020070030,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-07-03 21:52:02
98232020070031,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2020-07-03 21:53:25
98232020070032,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2020-07-03 22:15:24
98232020070033,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-07-03 23:10:06
98232020070034,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2020-07-04 07:54:43
98232020070035,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,5,75,2020-07-04 07:59:29
98232020070036,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,2,10,2020-07-04 10:11:19
98232020070037,700010,麻辣味口香糖,开口哭牌,零食,200克,20,2,40,2020-07-04 12:49:39
98232020070038,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-07-04 14:30:28
98232020070039,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-07-04 15:04:49
98232020070040,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-07-04 16:38:33
98232020070041,700004,麻辣味口香糖,开口哭牌,零食,100克,15,5,75,2020-07-04 17:21:05
98232020070042,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-07-04 17:31:32
98232020070043,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-07-04 18:16:10
98232020070044,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-07-04 19:16:08
98232020070045,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-07-04 19:57:56
98232020070046,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,5,25,2020-07-04 22:18:23
98232020070047,700006,没有一点味口香糖,开口哭牌,零食,100克,15,5,75,2020-07-05 07:52:35
98232020070048,700010,麻辣味口香糖,开口哭牌,零食,200克,20,5,100,2020-07-05 08:40:12
98232020070049,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-07-05 10:32:18
98232020070050,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-07-05 11:06:34
98232020070051,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-07-05 12:26:24
98232020070052,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-07-05 16:52:16
98232020070053,700010,麻辣味口香糖,开口哭牌,零食,200克,20,2,40,2020-07-05 18:17:26
98232020070054,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-07-05 18:38:02
98232020070055,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-07-05 18:49:47
98232020070056,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2020-07-05 19:42:18
98232020070057,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,5,75,2020-07-05 19:44:27
98232020070058,700015,青草味可乐,君再来牌,饮料,550毫升,5,2,10,2020-07-05 20:14:27
98232020070059,700010,麻辣味口香糖,开口哭牌,零食,200克,20,5,100,2020-07-05 23:01:31
98232020070060,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-07-06 07:11:17
98232020070061,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2020-07-06 08:27:05
98232020070062,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2020-07-06 08:33:33
98232020070063,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-07-06 09:07:48
