订单号,商品ID,商品名,品牌,类别,规格,单价,数量,总价,下单时间
98232020010002,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-01-01 07:13:04
98232020010003,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-01-01 07:16:01
98232020010004,700009,芹菜味薯片,开口哭牌,零食,200克,20,2,40,2020-01-01 11:00:45
98232020010005,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-01-01 11:24:12
98232020010006,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2020-01-01 11:48:39
98232020010007,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2020-01-01 13:15:22
98232020010008,700002,榴莲味口香糖,开口哭牌,零食,100克,15,5,75,2020-01-01 19:10:51
98232020010009,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-01-02 07:00:21
98232020010010,700002,榴莲味口香糖,开口哭牌,零食,100克,15,5,75,2020-01-02 07:29:00
98232020010011,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-01-02 07:50:08
98232020010012,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2020-01-02 12:51:25
98232020010013,700008,榴莲味薯片,开口哭牌,零食,200克,20,5,100,2020-01-02 15:50:16
98232020010014,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-01-02 18:22:19
98232020010015,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2020-01-02 19:11:58
98232020010016,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-01-02 20:45:00
98232020010017,700012,没有一点味薯片,开口哭牌,零食,200克,20,20,400,2020-01-02 23:30:50
98232020010018,700002,榴莲味口香糖,开口哭牌,零食,100克,15,2,30,2020-01-03 14:13:13
98232020010019,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2020-01-03 18:23:23
98232020010020,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-01-03 20:26:42
98232020010021,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-01-03 20:38:37
98232020010022,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-01-03 21:24:03
98232020010023,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-01-04 10:31:33
98232020010024,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-01-04 15:13:40
98232020010025,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2020-01-04 15:38:21
98232020010026,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2020-01-04 16:50:54
98232020010027,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2020-01-04 17:38:53
98232020010028,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-01-04 19:30:18
98232020010029,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-01-04 19:51:20
98232020010030,700013,火龙果可乐,君再来牌,饮料,550毫升,5,2,10,2020-01-04 19:53:53
98232020010031,700013,火龙果可乐,君再来牌,饮料,550毫升,5,2,10,2020-01-04 22:22:20
98232020010032,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-01-04 22:56:53
98232020010033,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-01-04 23:19:12
98232020010034,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-01-05 07:05:10
98232020010035,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-01-05 07:46:15
98232020010036,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-01-05 09:05:20
98232020010037,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-01-05 11:05:36
98232020010038,700013,火龙果可乐,君再来牌,饮料,550毫升,5,5,25,2020-01-05 15:23:55
98232020010039,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2020-01-05 16:37:13
98232020010040,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-01-05 17:52:32
98232020010041,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-01-05 20:01:48
98232020010042,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-01-06 07:37:47
98232020010043,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2020-01-06 08:22:10
98232020010044,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-01-06 09:00:08
98232020010045,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-01-06 10:25:39
98232020010046,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-01-06 11:28:24
98232020010047,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-01-06 11:30:06
98232020010048,700014,有点酸可乐,君再来牌,饮料,550毫升,5,5,25,2020-01-06 11:40:13
98232020010049,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-01-06 12:12:13
98232020010050,700008,榴莲味薯片,开口哭牌,零食,200克,20,5,100,2020-01-06 12:48:46
98232020010051,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2020-01-06 13:19:48
98232020010052,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2020-01-06 14:49:02
98232020010053,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2020-01-06 18:41:30
98232020010054,700002,榴莲味口香糖,开口哭牌,零食,100克,15,2,30,2020-01-06 20:34:30
98232020010055,700003,芹菜味口香糖,开口哭牌,零食,100克,15,2,30,2020-01-06 21:30:46
98232020010056,700015,青草味可乐,君再来牌,饮料,550毫升,5,10,50,2020-01-06 22:22:45
98232020010057,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2020-01-06 22:29:09
98232020010058,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2020-01-06 22:37:36
98232020010059,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,10,50,2020-01-07 08:21:38
98232020010060,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-01-07 08:47:25
98232020010061,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2020-01-07 10:42:17
98232020010062,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2020-01-07 15:58:38
98232020010063,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2020-01-07 16:48:20
98232020010064,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,10,150,2020-01-07 17:52:03
98232020010065,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2020-01-07 19:13:02
98232020010066,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2020-01-07 23:37:49
98232020010067,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2020-01-08 13:47:30
