订单号,商品ID,商品名,品牌,类别,规格,单价,数量,总价,下单时间
98232019050002,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2019-05-01 09:04:10
98232019050003,700008,榴莲味薯片,开口哭牌,零食,200克,20,5,100,2019-05-01 10:48:32
98232019050004,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,2,30,2019-05-01 12:38:38
98232019050005,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-05-01 16:09:56
98232019050006,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2019-05-01 16:55:42
98232019050007,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,2,30,2019-05-01 18:29:40
98232019050008,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,5,25,2019-05-01 20:02:37
98232019050009,700006,没有一点味口香糖,开口哭牌,零食,100克,15,5,75,2019-05-01 21:52:56
98232019050010,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-05-01 23:02:21
98232019050011,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-05-01 23:28:33
98232019050012,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2019-05-02 10:07:44
98232019050013,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-05-02 10:37:44
98232019050014,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2019-05-02 11:14:01
98232019050015,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,2,30,2019-05-02 11:28:21
98232019050016,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2019-05-02 12:50:54
98232019050017,700004,麻辣味口香糖,开口哭牌,零食,100克,15,5,75,2019-05-02 13:39:51
98232019050018,700012,没有一点味薯片,开口哭牌,零食,200克,20,5,100,2019-05-02 14:51:59
98232019050019,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2019-05-02 16:43:49
98232019050020,700011,蟹黄味薯片,开口哭牌,零食,200克,20,5,100,2019-05-02 20:59:52
98232019050021,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2019-05-03 08:55:08
98232019050022,700008,榴莲味薯片,开口哭牌,零食,200克,20,5,100,2019-05-03 09:08:45
98232019050023,700004,麻辣味口香糖,开口哭牌,零食,100克,15,2,30,2019-05-03 10:14:45
98232019050024,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-05-03 12:56:48
98232019050025,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2019-05-03 15:29:44
98232019050026,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2019-05-03 16:58:09
98232019050027,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2019-05-03 17:13:50
98232019050028,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-05-03 20:11:45
98232019050029,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2019-05-03 20:20:28
98232019050030,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2019-05-03 21:13:13
98232019050031,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2019-05-03 21:16:41
98232019050032,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-05-03 22:09:33
98232019050033,700013,火龙果可乐,君再来牌,饮料,550毫升,5,5,25,2019-05-03 23:03:51
98232019050034,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2019-05-04 08:46:33
98232019050035,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2019-05-04 09:27:45
98232019050036,700008,榴莲味薯片,开口哭牌,零食,200克,20,10,200,2019-05-04 11:57:35
98232019050037,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2019-05-04 14:20:36
98232019050038,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2019-05-04 15:05:00
98232019050039,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2019-05-04 18:38:03
98232019050040,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2019-05-04 21:18:44
98232019050041,700006,没有一点味口香糖,开口哭牌,零食,100克,15,10,150,2019-05-04 22:02:09
98232019050042,700004,麻辣味口香糖,开口哭牌,零食,100克,15,5,75,2019-05-04 22:13:15
98232019050043,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2019-05-04 23:01:42
98232019050044,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2019-05-04 23:09:43
98232019050045,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2019-05-04 23:42:56
98232019050046,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-05-05 07:39:40
98232019050047,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,2,30,2019-05-05 11:04:25
98232019050048,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2019-05-05 15:06:33
98232019050049,700013,火龙果可乐,君再来牌,饮料,550毫升,5,2,10,2019-05-05 18:14:06
98232019050050,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2019-05-05 19:33:48
98232019050051,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2019-05-05 20:12:59
98232019050052,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2019-05-05 20:23:05
98232019050053,700006,没有一点味口香糖,开口哭牌,零食,100克,15,10,150,2019-05-05 22:13:20
98232019050054,700004,麻辣味口香糖,开口哭牌,零食,100克,15,2,30,2019-05-06 09:57:50
98232019050055,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2019-05-06 12:38:31
98232019050056,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2019-05-06 13:46:36
98232019050057,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,5,100,2019-05-06 14:26:29
98232019050058,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2019-05-06 14:34:39
98232019050059,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2019-05-06 21:58:30
