订单号,商品ID,商品名,品牌,类别,规格,单价,数量,总价,下单时间
98232019100002,700009,芹菜味薯片,开口哭牌,零食,200克,20,1,20,2019-10-01 07:03:33
98232019100003,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-10-01 10:09:51
98232019100004,700001,猕猴桃味口香糖,开口哭牌,零食,100克,15,1,15,2019-10-01 10:16:47
98232019100005,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-10-01 10:59:40
98232019100006,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-10-01 14:29:14
98232019100007,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2019-10-01 14:53:37
98232019100008,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,5,75,2019-10-01 19:09:03
98232019100009,700009,芹菜味薯片,开口哭牌,零食,200克,20,2,40,2019-10-01 21:12:38
98232019100010,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2019-10-01 23:23:05
98232019100011,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2019-10-01 23:40:28
98232019100012,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-10-01 23:55:26
98232019100013,700011,蟹黄味薯片,开口哭牌,零食,200克,20,1,20,2019-10-02 12:36:54
98232019100014,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-10-02 13:36:42
98232019100015,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,2,10,2019-10-02 14:24:41
98232019100016,700012,没有一点味薯片,开口哭牌,零食,200克,20,2,40,2019-10-02 15:02:17
98232019100017,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-10-02 15:26:19
98232019100018,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-10-02 22:47:46
98232019100019,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-10-02 23:20:07
98232019100020,700013,火龙果可乐,君再来牌,饮料,550毫升,5,1,5,2019-10-02 23:34:58
98232019100021,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2019-10-02 23:48:29
98232019100022,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2019-10-03 08:13:19
98232019100023,700014,有点酸可乐,君再来牌,饮料,550毫升,5,1,5,2019-10-03 09:18:20
98232019100024,700008,榴莲味薯片,开口哭牌,零食,200克,20,1,20,2019-10-03 10:35:32
98232019100025,700009,芹菜味薯片,开口哭牌,零食,200克,20,2,40,2019-10-03 13:45:20
98232019100026,700013,火龙果可乐,君再来牌,饮料,550毫升,5,5,25,2019-10-03 14:29:19
98232019100027,700003,芹菜味口香糖,开口哭牌,零食,100克,15,5,75,2019-10-03 21:58:26
98232019100028,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2019-10-03 23:08:06
98232019100029,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2019-10-03 23:25:44
98232019100030,700003,芹菜味口香糖,开口哭牌,零食,100克,15,1,15,2019-10-04 15:12:29
98232019100031,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-10-04 17:17:17
98232019100032,700004,麻辣味口香糖,开口哭牌,零食,100克,15,1,15,2019-10-04 17:27:19
98232019100033,700007,猕猴桃味薯片,开口哭牌,零食,200克,20,1,20,2019-10-04 20:28:50
98232019100034,700006,没有一点味口香糖,开口哭牌,零食,100克,15,1,15,2019-10-04 22:12:27
98232019100035,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,1,5,2019-10-05 10:54:39
98232019100036,700016,夏夜雨可乐,君再来牌,饮料,550毫升,5,1,5,2019-10-05 11:13:27
98232019100037,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2019-10-05 11:47:09
98232019100038,700017,根本就是酒无糖可乐,君再来牌,饮料,550毫升,5,5,25,2019-10-05 12:36:48
98232019100039,700015,青草味可乐,君再来牌,饮料,550毫升,5,1,5,2019-10-05 12:38:47
98232019100040,700010,麻辣味口香糖,开口哭牌,零食,200克,20,1,20,2019-10-05 14:02:01
98232019100041,700005,蟹黄味口香糖,开口哭牌,零食,100克,15,1,15,2019-10-05 14:54:19
98232019100042,700012,没有一点味薯片,开口哭牌,零食,200克,20,1,20,2019-10-05 15:20:31
98232019100043,700002,榴莲味口香糖,开口哭牌,零食,100克,15,1,15,2019-10-05 16:13:58
